file,page_num,line_num,gold_categ,gold_source
CTX201601688,3,48,Clear,calibration_1567
CTX201601688,3,49,Clear,calibration_1567
CTX201601688,3,50,Clear,calibration_1567
CTX201601688,3,51,Clear,calibration_1567
CTX201601688,3,52,Empty,calibration_1567
CTX201601688,3,53,Clear,calibration_1567
CTX201601688,3,54,Clear,calibration_1567
CTX201601688,3,55,Clear,calibration_1567
CTX201601688,3,56,Empty,calibration_1567
CTX201601688,3,57,Clear,calibration_1567
CTX201601688,3,58,Clear,calibration_1567
CTX201601688,3,59,Empty,calibration_1567
CTX201601688,3,60,Clear,calibration_1567
CTX201601688,3,61,Clear,calibration_1567
CTX201601688,3,62,Clear,calibration_1567
CTX201601688,3,63,Clear,calibration_1567
CTX201601688,3,64,Empty,calibration_1567
CTX201601688,3,65,Clear,calibration_1567
CTX201601688,3,66,Empty,calibration_1567
CTX201601688,3,67,Clear,calibration_1567
CTX201601688,3,68,Clear,calibration_1567
CTX201601688,3,69,Clear,calibration_1567
CTX201601688,3,70,Empty,calibration_1567
CTX201601688,3,71,Clear,calibration_1567
CTX201601688,3,72,Clear,calibration_1567
CTX201601688,3,73,Clear,calibration_1567
CTX201601688,3,74,Clear,calibration_1567
CTX201601688,3,75,Clear,calibration_1567
CTX201601688,3,76,Clear,calibration_1567
CTX201601688,3,77,Empty,calibration_1567
CTX201601688,3,78,Clear,calibration_1567
CTX201601688,3,79,Clear,calibration_1567
CTX201601688,3,80,Clear,calibration_1567
CTX201601688,4,1,Clear,calibration_1567
CTX201601688,4,2,Clear,calibration_1567
CTX201601688,5,1,Clear,calibration_1567
CTX201601688,6,1,Clear,calibration_1567
CTX201601688,7,1,Trash,calibration_1567
CTX201601688,7,2,Trash,calibration_1567
CTX201601688,7,3,Empty,calibration_1567
CTX201601688,7,7,Noisy,calibration_1567
CTX201601688,7,8,Empty,calibration_1567
CTX201601688,7,9,Clear,calibration_1567
MTX194500186,1,1,Clear,calibration_1567
MTX194500186,1,2,Clear,calibration_1567
MTX194500186,1,3,Empty,calibration_1567
MTX194500186,1,4,Noisy,calibration_1567
MTX194500186,1,5,Clear,calibration_1567
MTX194500186,1,6,Empty,calibration_1567
MTX194500186,1,7,Clear,calibration_1567
MTX194500186,1,8,Clear,calibration_1567
MTX194500186,1,9,Clear,calibration_1567
MTX194500186,1,10,Clear,calibration_1567
MTX194500186,1,11,Clear,calibration_1567
MTX194500186,1,12,Clear,calibration_1567
MTX194500186,1,13,Empty,calibration_1567
MTX194500186,1,14,Clear,calibration_1567
MTX194500186,1,15,Noisy,calibration_1567
MTX194500186,1,16,Empty,calibration_1567
MTX194500186,1,17,Clear,calibration_1567
MTX194500186,1,18,Clear,calibration_1567
MTX194500186,1,19,Clear,calibration_1567
MTX194500186,1,20,Empty,calibration_1567
MTX194500186,1,21,Clear,calibration_1567
MTX194500186,1,22,Empty,calibration_1567
MTX194500186,1,23,Clear,calibration_1567
MTX194500186,1,24,Clear,calibration_1567
MTX194500187,1,1,Non-text,calibration_1567
MTX194500187,1,2,Clear,calibration_1567
MTX194500187,1,3,Clear,calibration_1567
MTX194500187,1,4,Noisy,calibration_1567
MTX194500187,1,5,Clear,calibration_1567
MTX194500187,1,6,Empty,calibration_1567
MTX194500187,1,7,Clear,calibration_1567
MTX194500187,1,8,Clear,calibration_1567
MTX194500187,1,9,Clear,calibration_1567
MTX194500187,1,10,Empty,calibration_1567
MTX194500187,1,11,Clear,calibration_1567
MTX194500187,1,12,Clear,calibration_1567
MTX194500187,1,13,Clear,calibration_1567
MTX194500187,1,14,Clear,calibration_1567
MTX194500187,1,15,Empty,calibration_1567
MTX194500187,1,16,Clear,calibration_1567
MTX194500187,1,17,Clear,calibration_1567
MTX194500187,1,18,Empty,calibration_1567
MTX194500187,1,19,Non-text,calibration_1567
MTX194500188,1,1,Clear,calibration_1567
MTX194500188,1,2,Clear,calibration_1567
MTX194500188,1,3,Empty,calibration_1567
MTX194500188,1,4,Noisy,calibration_1567
MTX194500188,1,5,Empty,calibration_1567
MTX194500188,1,6,Clear,calibration_1567
MTX194500188,1,7,Clear,calibration_1567
MTX194500188,1,8,Empty,calibration_1567
MTX194500188,1,9,Clear,calibration_1567
MTX194500188,1,10,Clear,calibration_1567
MTX194500188,1,11,Empty,calibration_1567
MTX194500188,1,12,Clear,calibration_1567
MTX194500188,1,13,Clear,calibration_1567
MTX194500188,1,14,Non-text,calibration_1567
MTX194500188,1,15,Trash,calibration_1567
MTX194500188,1,16,Trash,calibration_1567
MTX194500189,1,1,Non-text,calibration_1567
MTX194500189,1,2,Clear,calibration_1567
MTX194500189,1,3,Clear,calibration_1567
MTX194500189,1,4,Noisy,calibration_1567
MTX194500189,1,5,Empty,calibration_1567
MTX194500189,1,6,Clear,calibration_1567
MTX194500189,1,7,Clear,calibration_1567
MTX194500189,1,8,Empty,calibration_1567
MTX194500189,1,9,Clear,calibration_1567
MTX194500189,1,10,Noisy,calibration_1567
MTX194500189,1,11,Empty,calibration_1567
MTX194500189,1,12,Clear,calibration_1567
MTX194500189,1,13,Clear,calibration_1567
MTX194500189,1,14,Empty,calibration_1567
MTX194500189,1,15,Non-text,calibration_1567
MTX194500189,1,16,Non-text,calibration_1567
MTX194500189,1,17,Non-text,calibration_1567
MTX194500189,1,18,Empty,calibration_1567
MTX194500189,1,19,Non-text,calibration_1567
MTX194500190,1,1,Clear,calibration_1567
MTX194500190,1,2,Clear,calibration_1567
MTX194500190,1,3,Noisy,calibration_1567
MTX194500190,1,4,Noisy,calibration_1567
MTX194500190,1,5,Empty,calibration_1567
MTX194500190,1,6,Clear,calibration_1567
MTX194500190,1,7,Clear,calibration_1567
MTX194500190,1,8,Clear,calibration_1567
MTX194500190,1,9,Empty,calibration_1567
MTX194500190,1,10,Clear,calibration_1567
MTX194500190,1,11,Clear,calibration_1567
MTX194500190,1,12,Empty,calibration_1567
MTX194500190,1,13,Non-text,calibration_1567
MTX194500190,1,14,Non-text,calibration_1567
MTX194500191,1,1,Non-text,calibration_1567
MTX194500191,1,2,Clear,calibration_1567
MTX194500191,1,3,Clear,calibration_1567
MTX194500191,1,4,Empty,calibration_1567
MTX194500191,1,5,Clear,calibration_1567
MTX194500191,1,6,Empty,calibration_1567
MTX194500191,1,7,Clear,calibration_1567
MTX194500191,1,8,Clear,calibration_1567
MTX194500191,1,9,Clear,calibration_1567
MTX194500191,1,10,Empty,calibration_1567
MTX194500191,1,11,Clear,calibration_1567
MTX194500191,1,12,Clear,calibration_1567
MTX194500191,1,13,Empty,calibration_1567
MTX194500191,1,14,Non-text,calibration_1567
MTX194500192,1,1,Non-text,calibration_1567
MTX194500192,1,2,Clear,calibration_1567
MTX194500192,1,3,Clear,calibration_1567
MTX194500192,1,4,Empty,calibration_1567
MTX194500192,1,5,Clear,calibration_1567
MTX194500192,1,6,Empty,calibration_1567
MTX194500192,1,7,Clear,calibration_1567
MTX194500192,1,8,Clear,calibration_1567
MTX194500192,1,9,Clear,calibration_1567
MTX194500192,1,10,Empty,calibration_1567
MTX194500192,1,11,Clear,calibration_1567
MTX194500192,1,12,Empty,calibration_1567
MTX194500192,1,13,Clear,calibration_1567
MTX194500192,1,14,Clear,calibration_1567
MTX194500193,1,1,Clear,calibration_1567
MTX194500193,1,2,Clear,calibration_1567
MTX194500193,1,3,Clear,calibration_1567
MTX194500193,1,4,Empty,calibration_1567
MTX194500193,1,5,Clear,calibration_1567
MTX194500193,1,6,Clear,calibration_1567
MTX194500193,1,7,Clear,calibration_1567
MTX194500193,1,8,Empty,calibration_1567
MTX194500193,1,9,Clear,calibration_1567
MTX194500193,1,10,Clear,calibration_1567
MTX194500194,1,1,Clear,calibration_1567
MTX194500194,1,2,Clear,calibration_1567
MTX194500194,1,3,Clear,calibration_1567
MTX194500194,1,4,Empty,calibration_1567
MTX194500194,1,5,Clear,calibration_1567
MTX194500194,1,6,Clear,calibration_1567
MTX194500194,1,7,Clear,calibration_1567
MTX194500194,1,8,Empty,calibration_1567
MTX194500194,1,9,Clear,calibration_1567
MTX194500194,1,10,Noisy,calibration_1567
MTX194500194,1,11,Empty,calibration_1567
MTX194500194,1,12,Clear,calibration_1567
MTX194500194,1,13,Clear,calibration_1567
MTX194500195,1,1,Clear,calibration_1567
MTX194500195,1,2,Clear,calibration_1567
MTX194500195,1,3,Empty,calibration_1567
MTX194500195,1,4,Clear,calibration_1567
MTX194500195,1,5,Empty,calibration_1567
MTX194500195,1,6,Clear,calibration_1567
MTX194500195,1,7,Clear,calibration_1567
MTX194500195,1,8,Noisy,calibration_1567
MTX194500195,1,9,Clear,calibration_1567
MTX194500195,1,10,Trash,calibration_1567
MTX194500195,1,11,Clear,calibration_1567
MTX194500195,1,12,Clear,calibration_1567
MTX194500195,1,13,Clear,calibration_1567
MTX194500195,1,14,Empty,calibration_1567
MTX194500195,1,15,Clear,calibration_1567
MTX194500195,1,16,Clear,calibration_1567
MTX194500196,1,1,Non-text,calibration_1567
MTX194500196,1,2,Clear,calibration_1567
MTX194500196,1,3,Clear,calibration_1567
MTX194500196,1,4,Empty,calibration_1567
MTX194500196,1,5,Clear,calibration_1567
MTX194500196,1,6,Empty,calibration_1567
MTX194500196,1,7,Clear,calibration_1567
MTX194500196,1,8,Clear,calibration_1567
MTX194500196,1,9,Empty,calibration_1567
MTX194500196,1,10,Clear,calibration_1567
MTX194500196,1,11,Empty,calibration_1567
MTX194500196,1,12,Clear,calibration_1567
MTX194500196,1,13,Clear,calibration_1567
MTX194500197,1,1,Non-text,calibration_1567
MTX194500197,1,2,Empty,calibration_1567
MTX194500197,1,3,Clear,calibration_1567
MTX194500197,1,4,Clear,calibration_1567
MTX194500197,1,5,Empty,calibration_1567
MTX194500197,1,6,Noisy,calibration_1567
MTX194500197,1,7,Empty,calibration_1567
MTX194500197,1,8,Trash,calibration_1567
MTX194500197,1,9,Empty,calibration_1567
MTX194500197,1,10,Clear,calibration_1567
MTX194500197,1,11,Clear,calibration_1567
MTX194500197,1,12,Non-text,calibration_1567
MTX194500197,1,13,Clear,calibration_1567
MTX194500197,1,14,Clear,calibration_1567
MTX194500197,1,15,Clear,calibration_1567
MTX194500198,1,1,Non-text,calibration_1567
MTX194500198,1,2,Clear,calibration_1567
MTX194500198,1,3,Clear,calibration_1567
MTX194500198,1,4,Clear,calibration_1567
MTX194500198,1,5,Empty,calibration_1567
MTX194500198,1,6,Clear,calibration_1567
MTX194500198,1,7,Clear,calibration_1567
MTX194500198,1,8,Clear,calibration_1567
MTX194500198,1,9,Clear,calibration_1567
MTX194500198,1,10,Empty,calibration_1567
MTX194500198,1,11,Clear,calibration_1567
MTX194500199,1,1,Non-text,calibration_1567
MTX194500199,1,2,Empty,calibration_1567
MTX194500199,1,3,Non-text,calibration_1567
MTX194500199,1,4,Empty,calibration_1567
MTX194500199,1,5,Non-text,calibration_1567
MTX194500199,1,6,Clear,calibration_1567
MTX194500199,1,7,Clear,calibration_1567
MTX194500199,1,8,Clear,calibration_1567
MTX194500199,1,9,Empty,calibration_1567
MTX194500199,1,10,Trash,calibration_1567
MTX194500199,1,11,Empty,calibration_1567
MTX194500199,1,12,Noisy,calibration_1567
MTX194500199,1,13,Empty,calibration_1567
MTX194500199,1,14,Clear,calibration_1567
MTX194500199,1,15,Noisy,calibration_1567
MTX194500199,1,16,Empty,calibration_1567
MTX194500199,1,17,Clear,calibration_1567
MTX194500199,1,18,Clear,calibration_1567
MTX194500200,1,1,Non-text,calibration_1567
MTX194500200,1,2,Noisy,calibration_1567
MTX194500200,1,3,Clear,calibration_1567
MTX194500200,1,4,Empty,calibration_1567
MTX194500200,1,5,Noisy,calibration_1567
MTX194500200,1,6,Empty,calibration_1567
MTX194500200,1,7,Clear,calibration_1567
MTX194500200,1,8,Empty,calibration_1567
MTX194500200,1,9,Clear,calibration_1567
MTX194500200,1,10,Clear,calibration_1567
MTX194500200,1,11,Empty,calibration_1567
MTX194500200,1,12,Clear,calibration_1567
MTX194500200,1,13,Empty,calibration_1567
MTX194500200,1,14,Clear,calibration_1567
MTX194500200,1,15,Clear,calibration_1567
MTX194500201,1,1,Non-text,calibration_1567
MTX194500201,1,2,Clear,calibration_1567
MTX194500201,1,3,Clear,calibration_1567
MTX194500201,1,4,Non-text,calibration_1567
MTX194500201,1,5,Clear,calibration_1567
MTX194500201,1,6,Empty,calibration_1567
MTX194500201,1,7,Clear,calibration_1567
MTX194500201,1,8,Clear,calibration_1567
MTX194500201,1,9,Empty,calibration_1567
MTX194500201,1,10,Noisy,calibration_1567
MTX194500201,1,11,Clear,calibration_1567
MTX194500201,1,12,Clear,calibration_1567
MTX194500201,1,14,Clear,calibration_1567
MTX194500201,1,15,Clear,calibration_1567
MTX194500201,1,16,Clear,calibration_1567
MTX194500201,1,17,Clear,calibration_1567
MTX194500201,1,18,Clear,calibration_1567
MTX194500201,1,19,Clear,calibration_1567
MTX194500201,1,20,Clear,calibration_1567
MTX194500201,1,21,Clear,calibration_1567
MTX194500201,1,22,Empty,calibration_1567
MTX194500201,1,23,Clear,calibration_1567
MTX194500201,1,24,Clear,calibration_1567
MTX194500201,1,25,Empty,calibration_1567
MTX194500201,1,26,Non-text,calibration_1567
MTX194601497,1,13,Trash,calibration_1567
MTX194701374,5,23,Clear,calibration_1567
MTX194800026,32,22,Noisy,calibration_1567
MTX194800026,48,32,Noisy,calibration_1567
MTX194800423,1,33,Clear,calibration_1567
MTX194800884,1,49,Trash,calibration_1567
MTX195000579,14,31,Trash,calibration_1567
MTX195000826,1,9,Noisy,calibration_1567
MTX195001455,4,51,Clear,calibration_1567
MTX195100565,2,6,Noisy,calibration_1567
MTX195100565,2,18,Noisy,calibration_1567
MTX195300497,14,5,Noisy,calibration_1567
MTX195502471,2,2,Trash,calibration_1567
MTX195502471,2,4,Noisy,calibration_1567
MTX195502471,2,5,Noisy,calibration_1567
MTX195502471,2,6,Noisy,calibration_1567
MTX195502471,2,7,Noisy,calibration_1567
MTX195502471,2,8,Noisy,calibration_1567
MTX195502471,2,9,Trash,calibration_1567
MTX195502471,2,10,Noisy,calibration_1567
MTX195502471,2,11,Noisy,calibration_1567
MTX195502471,2,12,Noisy,calibration_1567
MTX195502471,2,13,Noisy,calibration_1567
MTX195502471,2,14,Trash,calibration_1567
MTX195502471,2,15,Trash,calibration_1567
MTX195502471,2,16,Noisy,calibration_1567
MTX195502471,2,17,Noisy,calibration_1567
MTX195502471,2,18,Noisy,calibration_1567
MTX195502471,2,19,Noisy,calibration_1567
MTX195502471,2,20,Noisy,calibration_1567
MTX195502471,2,21,Noisy,calibration_1567
MTX195502471,2,22,Noisy,calibration_1567
MTX195900952,1,2,Noisy,calibration_1567
MTX195901836,2,17,Clear,calibration_1567
MTX195901891,2,24,Clear,calibration_1567
MTX195904376,48,19,Clear,calibration_1567
MTX196000610,2,49,Clear,calibration_1567
MTX196000868,1,14,Noisy,calibration_1567
MTX196201049,6,13,Clear,calibration_1567
MTX196402495,213,31,Noisy,calibration_1567
MTX196500362,16,11,Clear,calibration_1567
MTX196600284,3,10,Clear,calibration_1567
MTX196600928,4,111,Non-text,calibration_1567
MTX196601499,1,5,Clear,calibration_1567
MTX196601638,100,29,Noisy,calibration_1567
MTX196802043,2,7,Trash,calibration_1567
MTX196802043,30,8,Trash,calibration_1567
MTX196900057,123,120,Trash,calibration_1567
MTX196902801,30,98,Clear,calibration_1567
MTX196902801,99,22,Clear,calibration_1567
MTX197001029,30,11,Clear,calibration_1567
MTX197001536,1,5,Noisy,calibration_1567
MTX197102280,373,5,Clear,calibration_1567
MTX197400069,243,8,Clear,calibration_1567
MTX197501657,16,17,Noisy,calibration_1567
MTX197701982,26,148,Clear,calibration_1567
MTX197702103,15,12,Clear,calibration_1567
MTX197901770,15,7,Clear,calibration_1567
MTX197901806,4,23,Clear,calibration_1567
MTX197902086,6,102,Trash,calibration_1567
MTX197902086,58,12,Clear,calibration_1567
MTX198300874,277,6,Clear,calibration_1567
MTX198301331,65,74,Trash,calibration_1567
MTX198501580,473,1,Noisy,calibration_1567
MTX198501581a,30,158,Clear,calibration_1567
MTX198501582,57,84,Clear,calibration_1567
MTX198600857,2,3,Noisy,calibration_1567
MTX198601614,10,17,Noisy,calibration_1567
MTX198601614,14,6,Clear,calibration_1567
MTX198701690,4,7,Clear,calibration_1567
MTX198801706,125,12,Clear,calibration_1567
MTX198801872,30,18,Clear,calibration_1567
MTX198801872,41,36,Clear,calibration_1567
MTX199100250,390,11,Clear,calibration_1567
MTX199100893,4,13,Clear,calibration_1567
MTX199101404,1,81,Clear,calibration_1567
MTX199101472,8,13,Clear,calibration_1567
MTX199200093,2,19,Noisy,calibration_1567
MTX199200093,3,2,Trash,calibration_1567
MTX199201519,5,15,Noisy,calibration_1567
MTX199600237,3,12,Clear,calibration_1567
MTX199800148,3,52,Clear,calibration_1567
MTX199800327,2,103,Noisy,calibration_1567
MTX199900299,15,13,Noisy,calibration_1567
MTX200000550,2,172,Noisy,calibration_1567
MTX200001045,22,27,Clear,calibration_1567
MTX200001166,1,11,Clear,calibration_1567
MTX200001346,2,71,Noisy,calibration_1567
MTX200001348,4,11,Clear,calibration_1567
MTX200001799,35,46,Clear,calibration_1567
MTX200100935,11,31,Clear,calibration_1567
MTX200101393,45,10,Noisy,calibration_1567
MTX200200073,94,167,Clear,calibration_1567
MTX200200073,102,2,Clear,calibration_1567
MTX200300068,2,108,Clear,calibration_1567
MTX200300386,3,85,Noisy,calibration_1567
MTX200300427,3,91,Clear,calibration_1567
MTX200300515,3,164,Trash,calibration_1567
MTX200300584,1,44,Clear,calibration_1567
MTX200300587,16,27,Clear,calibration_1567
MTX200300587,41,18,Clear,calibration_1567
MTX200300587,154,47,Clear,calibration_1567
MTX200300796,2,5,Clear,calibration_1567
MTX200301283,11,309,Clear,calibration_1567
MTX200401658,181,184,Clear,calibration_1567
MTX200401671,4,46,Clear,calibration_1567
MTX200401762,1,14,Noisy,calibration_1567
MTX200401863,27,143,Clear,calibration_1567
MTX200401874,14,177,Clear,calibration_1567
MTX200401880,123,1,Clear,calibration_1567
MTX200401932,2,113,Trash,calibration_1567
MTX200402055,2,139,Clear,calibration_1567
MTX200402654,1,35,Clear,calibration_1567
MTX200403042,3,84,Trash,calibration_1567
MTX200500498,1,30,Clear,calibration_1567
MTX200500522,1,69,Clear,calibration_1567
MTX200500693,61,34,Clear,calibration_1567
MTX200501535,19,62,Noisy,calibration_1567
MTX200501539,61,14,Clear,calibration_1567
MTX200501539,190,46,Noisy,calibration_1567
MTX200501547,60,25,Clear,calibration_1567
MTX200502391,2,178,Clear,calibration_1567
MTX200502871,1,22,Trash,calibration_1567
MTX200503539,136,153,Noisy,calibration_1567
MTX200503553,1,68,Clear,calibration_1567
MTX200600086c,40,4,Clear,calibration_1567
MTX200600086c,256,6,Clear,calibration_1567
MTX200600094,475,43,Clear,calibration_1567
MTX200600103,102,10,Clear,calibration_1567
MTX200601232,11,38,Clear,calibration_1567
MTX200601640,3,102,Clear,calibration_1567
MTX200602108,115,12,Clear,calibration_1567
MTX200602109,200,1,Clear,calibration_1567
MTX200602114,54,36,Noisy,calibration_1567
MTX200700787,3,90,Clear,calibration_1567
MTX200700878,1,59,Clear,calibration_1567
MTX200702073,81,47,Clear,calibration_1567
MTX200702099,16,40,Noisy,calibration_1567
MTX200702190,59,53,Trash,calibration_1567
MTX200702617,130,80,Clear,calibration_1567
MTX200702621,81,8,Clear,calibration_1567
MTX200702621b,100,276,Non-text,calibration_1567
MTX200702625,65,52,Clear,calibration_1567
MTX200702625,134,129,Noisy,calibration_1567
MTX200704031,6,11,Clear,calibration_1567
MTX200704303,3,63,Noisy,calibration_1567
MTX200800774,2,48,Clear,calibration_1567
MTX200800829,1,7,Clear,calibration_1567
MTX200801098,12,60,Noisy,calibration_1567
MTX200801100a,40,28,Clear,calibration_1567
MTX200801479,3,10,Trash,calibration_1567
MTX200803221b,285,79,Clear,calibration_1567
MTX200803221b,285,196,Clear,calibration_1567
MTX200803247,122,6,Noisy,calibration_1567
MTX200803251,324,1,Clear,calibration_1567
MTX200803503,1,34,Clear,calibration_1567
MTX200804148,22,116,Trash,calibration_1567
MTX200900095,104,1,Clear,calibration_1567
MTX200900679,10,25,Clear,calibration_1567
MTX200901043,2,22,Trash,calibration_1567
MTX200901043,2,41,Trash,calibration_1567
MTX200901043,2,49,Noisy,calibration_1567
MTX200901043,3,70,Noisy,calibration_1567
MTX200901062,2,190,Clear,calibration_1567
MTX200901944,123,141,Trash,calibration_1567
MTX200901944,329,25,Clear,calibration_1567
MTX200901974,3,7,Clear,calibration_1567
MTX200902871,4,23,Clear,calibration_1567
MTX200902974,60,14,Clear,calibration_1567
MTX200904115,1,26,Clear,calibration_1567
MTX200905002,3,88,Trash,calibration_1567
MTX200905490,1,4,Clear,calibration_1567
MTX200906190,112,60,Clear,calibration_1567
MTX201001385,128,580,Clear,calibration_1567
MTX201001393,196,59,Clear,calibration_1567
MTX201001396b,64,150,Noisy,calibration_1567
MTX201001406,41,67,Clear,calibration_1567
MTX201001853,4,14,Clear,calibration_1567
MTX201002178,111,266,Clear,calibration_1567
MTX201004181,4,29,Clear,calibration_1567
MTX201004353,82,100,Clear,calibration_1567
MTX201004357,146,312,Clear,calibration_1567
MTX201100138,2,3,Clear,calibration_1567
MTX201101694,1,21,Noisy,calibration_1567
MTX201102235,3,113,Clear,calibration_1567
MTX201102254,2,93,Clear,calibration_1567
MTX201103614,30,39,Clear,calibration_1567
MTX201103614,156,77,Clear,calibration_1567
MTX201103614,296,138,Clear,calibration_1567
MTX201103623,12,5,Clear,calibration_1567
MTX201103630,77,39,Clear,calibration_1567
MTX201200424,2,65,Clear,calibration_1567
MTX201200865,1,72,Clear,calibration_1567
MTX201201808,3,89,Clear,calibration_1567
MTX201201820,1,23,Clear,calibration_1567
MTX201201883,3,101,Noisy,calibration_1567
MTX201204623,10,66,Clear,calibration_1567
MTX201204824,15,354,Clear,calibration_1567
MTX201204833,178,32,Clear,calibration_1567
MTX201204839,139,538,Trash,calibration_1567
MTX201204848,57,32,Clear,calibration_1567
MTX201300089,2,11,Noisy,calibration_1567
MTX201300089,2,137,Noisy,calibration_1567
MTX201300152,1,76,Clear,calibration_1567
MTX201301643,29,282,Trash,calibration_1567
MTX201400515,16,3,Clear,calibration_1567
MTX201401565,25,28,Clear,calibration_1567
MTX201403330,3,105,Clear,calibration_1567
MTX201404421,1,11,Noisy,calibration_1567
MTX201501297,15,6,Clear,calibration_1567
MTX201503704,63,89,Clear,calibration_1567
MTX201503707,147,9,Clear,calibration_1567
MTX201504871,42,143,Clear,calibration_1567
MTX201505008,21,42,Clear,calibration_1567
MTX201505111,2,149,Noisy,calibration_1567
MTX201505274,17,11,Clear,calibration_1567
MTX201600587,262,3,Clear,calibration_1567
MTX201600587,370,189,Clear,calibration_1567
MTX201600590,366,313,Clear,calibration_1567
MTX201601373,104,16,Clear,calibration_1567
MTX201601468,335,23,Clear,calibration_1567
MTX201601597,461,119,Noisy,calibration_1567
MTX201601597,479,30,Noisy,calibration_1567
MTX201601722,207,233,Noisy,calibration_1567
MTX201601722,798,219,Clear,calibration_1567
MTX201602118,238,51,Clear,calibration_1567
MTX201602119,80,69,Noisy,calibration_1567
MTX201602242,34,28,Noisy,calibration_1567
MTX201602242,53,103,Clear,calibration_1567
MTX201602523,30,3,Clear,calibration_1567
MTX201602680,87,338,Clear,calibration_1567
MTX201603367,15,53,Clear,calibration_1567
MTX201603382,30,64,Clear,calibration_1567
MTX201603384,20,38,Clear,calibration_1567
MTX201603384,40,539,Noisy,calibration_1567
MTX201604195,30,12,Trash,calibration_1567
MTX201605116,12,61,Clear,calibration_1567
MTX201605117,51,156,Clear,calibration_1567
MTX201605118,83,9,Clear,calibration_1567
MTX201605330,90,322,Clear,calibration_1567
MTX201605331,483,57,Clear,calibration_1567
MTX201605331,636,29,Clear,calibration_1567
MTX201605331,652,249,Clear,calibration_1567
MTX201606100,8,16,Clear,calibration_1567
MTX201700050,7,22,Clear,calibration_1567
MTX201700237,7,11,Trash,calibration_1567
MTX201700460,22,135,Clear,calibration_1567
MTX201700489,498,99,Clear,calibration_1567
MTX201700490,1172,157,Noisy,calibration_1567
MTX201700491,533,205,Clear,calibration_1567
MTX201700491,565,248,Clear,calibration_1567
MTX201700492,279,32,Clear,calibration_1567
MTX201700492,372,139,Clear,calibration_1567
MTX201700492,439,50,Clear,calibration_1567
MTX201700492,569,71,Clear,calibration_1567
MTX201700492,1009,36,Noisy,calibration_1567
MTX201700497,53,2,Clear,calibration_1567
MTX201700524,76,91,Noisy,calibration_1567
MTX201700545,163,9,Clear,calibration_1567
MTX201700556,41,366,Clear,calibration_1567
MTX201700595,101,497,Noisy,calibration_1567
MTX201700596a,105,146,Clear,calibration_1567
MTX201700621,45,331,Noisy,calibration_1567
MTX201700621,101,26,Noisy,calibration_1567
MTX201700740,89,131,Clear,calibration_1567
MTX201700817,6,19,Clear,calibration_1567
MTX201700902,8,37,Clear,calibration_1567
MTX201700958,10,72,Clear,calibration_1567
MTX201700989,6,24,Clear,calibration_1567
MTX201701018,7,5,Trash,calibration_1567
MTX201701034,15,4,Clear,calibration_1567
MTX201701083,1,7,Noisy,calibration_1567
MTX201701083,1,9,Noisy,calibration_1567
MTX201701083,2,5,Noisy,calibration_1567
MTX201701083,2,6,Noisy,calibration_1567
MTX201701083,2,7,Clear,calibration_1567
MTX201701083,2,8,Clear,calibration_1567
MTX201701083,2,9,Clear,calibration_1567
MTX201701083,2,10,Noisy,calibration_1567
MTX201701083,2,11,Noisy,calibration_1567
MTX201701083,2,12,Clear,calibration_1567
MTX201701083,2,13,Clear,calibration_1567
MTX201701083,2,14,Clear,calibration_1567
MTX201701083,2,15,Clear,calibration_1567
MTX201701083,2,16,Clear,calibration_1567
MTX201701083,2,17,Clear,calibration_1567
MTX201701083,2,18,Clear,calibration_1567
MTX201701083,2,19,Clear,calibration_1567
MTX201701083,2,20,Clear,calibration_1567
MTX201701083,2,21,Clear,calibration_1567
MTX201701083,2,22,Noisy,calibration_1567
MTX201701083,2,23,Clear,calibration_1567
MTX201701083,2,24,Clear,calibration_1567
MTX201701083,2,25,Clear,calibration_1567
MTX201701083,2,26,Noisy,calibration_1567
MTX201701083,2,27,Clear,calibration_1567
MTX201701083,2,28,Clear,calibration_1567
MTX201701085,17,2,Trash,calibration_1567
MTX201701184,5,45,Clear,calibration_1567
MTX201701184,6,31,Clear,calibration_1567
MTX201701184,9,72,Clear,calibration_1567
MTX201701184,12,35,Clear,calibration_1567
MTX201701239a,260,87,Trash,calibration_1567
MTX201701272,5,19,Clear,calibration_1567
MTX201701299,14,14,Clear,calibration_1567
MTX201701332,80,3,Clear,calibration_1567
MTX201701333,9,5,Clear,calibration_1567
MTX201701337,80,93,Clear,calibration_1567
MTX201701428a,78,45,Clear,calibration_1567
MTX201701524,20,35,Clear,calibration_1567
MTX201701543,28,47,Clear,calibration_1567
MTX201701543,39,27,Clear,calibration_1567
MTX201701543,47,46,Clear,calibration_1567
MTX201701568,12,93,Clear,calibration_1567
MTX201702097,29,64,Clear,calibration_1567
MTX201702178,106,44,Clear,calibration_1567
MTX201702195,17,4,Clear,calibration_1567
MTX201702412b,213,77,Non-text,calibration_1567
MTX201702923,243,87,Clear,calibration_1567
MTX201702943,26,5,Clear,calibration_1567
MTX201702954,16,54,Clear,calibration_1567
MTX201703223,2,15,Noisy,calibration_1567
MTX201800216,3,22,Clear,calibration_1567
MTX201890205,4,1,Clear,calibration_1567
MTX201890723,1,22,Noisy,calibration_1567
MTX201890864,1,3,Trash,calibration_1567
MTX201891667,1,2,Noisy,calibration_1567
MTX201891667,1,9,Noisy,calibration_1567
MTX201891667,1,10,Trash,calibration_1567
MTX201891667,1,25,Noisy,calibration_1567
